id,Geographic Area Name,Total_population_18_24,Total_18_24_lt_high_school,Total_18_24_high_school_diploma,Total_18_24_associate_degree,Total_18_24_bachelor,Total_population_25_and_over,Total_population_25_lt_9th,Total_25_9_12_no_diploma,Total_25_high_School,Total_population_25_college_no_degree,Total_population_25_associate_degree,Total_population_25 _bachelor,Total_population_25_graduate,Total_25_over_High_school,Total_population_25years_and_over_Bachelor,Total_population_25_34,Total_25_34_High_school,Total_25_34_Bachelor_higher,Total_population_35_44,Total_35_44_high_school_graduate,Total_35_44_bachelor_degree,Total_population_45_64_years,Total_45_64_high_school,Total_45_64_bachelor_degree,Total_population_65_years_over,Total_65_high_school,Total_65_bachelor_degree
310M400US18660,"Cortland, NY Micro Area",8525,459,1595,5879,592,30162,796,2004,9850,5357,4049,4521,3585,27362,8106,5466,5141,1640,4879,4562,1459,12270,11154,3246,7547,6505,1761
310M400US18700,"Corvallis, OR Metro Area",20592,642,3102,14293,2555,54364,961,1518,7563,10925,4232,15791,13374,51885,29165,11719,11342,6609,8963,8576,4952,20109,19229,11208,13573,12738,6396
310M400US18740,"Coshocton, OH Micro Area",2685,861,988,687,149,25256,1613,2366,12229,3900,1999,2225,924,21277,3149,4165,3350,629,4168,3413,642,10162,8785,1166,6761,5729,712
310M400US18780,"Craig, CO Micro Area",832,116,385,317,14,8847,276,527,3570,2337,623,1019,495,8044,1514,1691,1546,275,1772,1695,256,3568,3263,644,1816,1540,339
310M400US18820,"Crawfordsville, IN Micro Area",3627,685,1211,1550,181,25905,626,2092,10707,5745,2048,3256,1431,23187,4687,4298,3886,988,4403,3875,884,10524,9522,1801,6680,5904,1014
310M400US18860,"Crescent City, CA Micro Area",2033,428,806,748,51,19437,865,2819,6131,5229,1611,1619,1163,15753,2782,4081,3067,531,3448,2489,323,7323,6333,986,4585,3864,942
310M400US18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",22926,3630,7633,9875,1788,185712,5039,11746,47203,46249,19679,35617,20179,168927,55796,40208,36367,11227,31754,28880,9376,69963,63988,21338,43787,39692,13855
310M400US18900,"Crossville, TN Micro Area",3628,456,2021,992,159,44437,2448,3770,17760,8951,3390,5235,2883,38219,8118,5925,5237,930,5471,4826,688,15520,13123,2423,17521,15033,4077
310M400US18980,"Cullman, AL Micro Area",6529,1381,2226,2623,299,57212,3181,7224,20382,12564,5995,5047,2819,46807,7866,10166,8551,1584,10178,8306,1452,22065,18454,2955,14803,11496,1875
310M400US19000,"Cullowhee, NC Micro Area",8114,277,974,6054,809,26979,1170,1971,7205,5389,3018,4418,3808,23838,8226,4705,4386,1428,4199,3733,1262,10099,8837,2961,7976,6882,2575
310M400US19060,"Cumberland, MD-WV Metro Area",11634,902,3574,6238,920,69438,1635,5151,30328,13800,6536,6529,5459,62652,11988,11793,10628,1995,11118,10192,2453,26795,25029,4686,19732,16803,2854
310M400US19100,"Dallas-Fort Worth-Arlington, TX Metro Area",667701,98936,216643,278717,73405,4671829,344519,348500,1047419,1001728,324620,1050820,554223,3978810,1605043,1073351,940749,378197,1029510,864811,380240,1786641,1519077,606378,782327,654173,240228
310M400US19140,"Dalton, GA Metro Area",13063,2493,4873,4979,718,92955,12422,16038,29226,17691,4623,8535,4420,64495,12955,18882,14793,2634,18469,12095,2528,36038,24449,5003,19566,13158,2790
310M400US19180,"Danville, IL Metro Area",6415,1385,2633,2204,193,53310,1758,4595,21917,11574,5434,5427,2605,46957,8032,9354,8358,1586,8919,7908,1415,20661,18624,2995,14376,12067,2036
310M400US19220,"Danville, KY Micro Area",5719,464,2366,2645,244,36818,2699,3535,14301,6856,2882,3405,3140,30584,6545,6136,5444,927,6398,5471,1239,14582,12398,2789,9702,7271,1590
310M400US19260,"Danville, VA Micro Area",8076,1366,2671,3444,595,73979,4697,8588,24514,17894,6708,7472,4106,60694,11578,11534,10298,1915,11123,10074,2453,29979,25177,4465,21343,15145,2745
310M400US19300,"Daphne-Fairhope-Foley, AL Metro Area",15441,2785,5374,5925,1357,146989,3978,10332,40579,32266,13759,30431,15644,132679,46075,23326,20741,7570,25377,23450,8408,57621,52406,17867,40665,36082,12230
310M400US19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",32306,3555,10718,14864,3169,262111,7398,16288,80774,60390,27194,44850,25217,238425,70067,47997,43914,14562,46618,42972,14821,101345,93388,26101,66151,58151,14583
310M400US19380,"Dayton, OH Metro Area",77691,8677,21956,39683,7375,547728,13501,37046,155958,128882,52781,92364,67196,497181,159560,105168,97658,34355,91934,84715,30571,212724,196425,60813,137902,118383,33821
310M400US19420,"Dayton, TN Micro Area",2986,504,1205,1165,112,22054,1770,3015,8192,4253,1475,2178,1171,17269,3349,3783,3337,639,3727,2895,481,8695,6888,1310,5849,4149,919
310M400US19460,"Decatur, AL Metro Area",12021,2060,4728,4648,585,105656,6834,11791,34060,23602,8782,14211,6376,87031,20587,18592,15221,3016,19016,15800,4571,42396,35802,8419,25652,20208,4581
310M400US19500,"Decatur, IL Metro Area",9528,1245,3152,4469,662,73230,1770,5347,25214,17871,6543,10708,5777,66113,16485,12624,11630,3102,12164,11009,3356,28263,26069,6167,20179,17405,3860
310M400US19540,"Decatur, IN Micro Area",3021,973,1135,709,204,21160,1889,1483,8403,4081,2059,2242,1003,17788,3245,4113,3197,583,3727,3266,832,8069,6848,1267,5251,4477,563
310M400US19580,"Defiance, OH Micro Area",3480,380,1257,1615,228,25899,622,1450,11388,5498,2621,2854,1466,23827,4320,4364,4151,947,4625,4340,918,10182,9458,1651,6728,5878,804
310M400US19620,"Del Rio, TX Micro Area",5563,1127,1908,1889,639,29364,5976,3356,6981,5826,1765,3768,1692,20032,5460,7022,5782,1769,5701,4679,1372,9747,6139,1496,6894,3432,823
310M400US19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",51075,8369,15290,23667,3749,470654,12990,32494,152857,110337,50380,73025,38571,425170,111596,69392,63698,14957,65954,60426,16543,178222,162433,40879,157086,138613,39217
310M400US19700,"Deming, NM Micro Area",2346,560,1032,686,68,15533,2503,2382,4983,2730,1040,1210,685,10648,1895,2805,2176,251,2338,1672,203,5396,3592,776,4994,3208,665
