id,Geographic Area Name,Total_population_18_24,Total_18_24_lt_high_school,Total_18_24_high_school_diploma,Total_18_24_associate_degree,Total_18_24_bachelor,Total_population_25_and_over,Total_population_25_lt_9th,Total_25_9_12_no_diploma,Total_25_high_School,Total_population_25_college_no_degree,Total_population_25_associate_degree,Total_population_25 _bachelor,Total_population_25_graduate,Total_25_over_High_school,Total_population_25years_and_over_Bachelor,Total_population_25_34,Total_25_34_High_school,Total_25_34_Bachelor_higher,Total_population_35_44,Total_35_44_high_school_graduate,Total_35_44_bachelor_degree,Total_population_45_64_years,Total_45_64_high_school,Total_45_64_bachelor_degree,Total_population_65_years_over,Total_65_high_school,Total_65_bachelor_degree
310M400US33980,"Morehead City, NC Micro Area",4551,824,1478,1976,273,51955,1472,3131,13055,13483,6062,8692,6060,47352,14752,7086,6567,1954,7752,7007,2375,20880,19350,5543,16237,14428,4880
310M400US34020,"Morgan City, LA Micro Area",4251,879,1750,1389,233,34901,2358,4163,17443,5419,1828,2574,1116,28380,3690,6589,5633,753,6482,5521,509,13709,11242,1624,8121,5984,804
310M400US34060,"Morgantown, WV Metro Area",25610,1289,5799,15318,3204,89779,2381,6011,30815,14827,5081,15886,14778,81387,30664,22547,21259,10254,16724,15519,6089,31884,29066,9843,18624,15543,4478
310M400US34100,"Morristown, TN Metro Area",10145,1069,4242,4127,707,81135,5989,8017,32151,15786,6009,8187,4996,67129,13183,13023,11412,1932,14187,12242,2555,32204,27331,5384,21721,16144,3312
310M400US34140,"Moscow, ID Micro Area",9980,389,1640,6646,1305,21864,208,592,4352,5056,1795,5752,4109,21064,9861,5387,5208,2702,3685,3582,1786,7858,7648,3552,4934,4626,1821
310M400US34180,"Moses Lake, WA Micro Area",9344,2614,3235,3076,419,57214,8357,5328,15218,13703,4536,6770,3302,43529,10072,12554,9542,1673,11257,8082,2408,20877,15832,3702,12526,10073,2289
310M400US34220,"Moultrie, GA Micro Area",4112,1088,1318,1458,248,29439,2598,5106,11593,4707,1769,1985,1681,21735,3666,5829,4451,682,5822,3955,734,11084,8603,1435,6704,4726,815
310M400US34260,"Mountain Home, AR Micro Area",2347,504,902,897,44,31646,883,2864,11090,8119,2888,3675,2127,27899,5802,3946,3654,664,3822,3397,957,11228,10272,2119,12650,10576,2062
310M400US34300,"Mountain Home, ID Micro Area",3319,404,1337,1490,88,16356,717,1021,4582,5206,2140,1962,728,14618,2690,4283,3962,596,2753,2453,503,5905,5321,1056,3415,2882,535
310M400US34340,"Mount Airy, NC Micro Area",5819,783,1988,2606,442,50677,4455,6540,14834,10396,5954,5671,2827,39682,8498,7411,6246,1334,8502,6763,1736,20575,16541,3386,14189,10132,2042
310M400US34380,"Mount Pleasant, MI Micro Area",20191,1045,3710,14066,1370,38268,985,2220,12045,8675,3184,6193,4966,35063,11159,8554,7926,2686,6642,6106,2254,14783,13698,4222,8289,7333,1997
310M400US34420,"Mount Pleasant, TX Micro Area",3312,664,1417,1187,44,19884,2577,2241,6500,3967,1439,2322,838,15066,3160,4047,3179,581,3877,2871,591,7482,5694,1110,4478,3322,878
310M400US34460,"Mount Sterling, KY Micro Area",3508,655,1509,1222,122,31741,2735,3145,13193,6094,1953,2855,1766,25861,4621,5512,5010,1052,5890,5152,999,12803,10514,1822,7536,5185,748
310M400US34500,"Mount Vernon, IL Micro Area",3056,569,969,1429,89,26667,1154,2585,8152,6866,3271,2805,1834,22928,4639,4732,3974,739,4663,4101,966,10298,9207,1851,6974,5646,1083
310M400US34540,"Mount Vernon, OH Micro Area",7186,680,2717,3538,251,40001,1511,2222,15990,8224,2932,6118,3004,36268,9122,6666,6005,1755,6627,5948,1668,16170,15026,3570,10538,9289,2129
310M400US34580,"Mount Vernon-Anacortes, WA Metro Area",9983,1861,3629,4111,382,86398,4111,4819,22739,22526,9518,14768,7917,77468,22685,15237,13267,2736,14346,12239,3808,32441,29528,8355,24374,22434,7786
310M400US34620,"Muncie, IN Metro Area",22842,1707,4796,14313,2026,71116,1946,5674,24588,15182,6473,9722,7531,63496,17253,12926,11742,3671,11621,10696,3265,27416,24936,6485,19153,16122,3832
310M400US34660,"Murray, KY Micro Area",7700,229,1405,5546,520,24024,1104,1524,7784,5468,1170,3899,3075,21396,6974,4510,4133,1555,3990,3671,1363,9077,8005,2432,6447,5587,1624
310M400US34700,"Muscatine, IA Micro Area",3610,481,1443,1253,433,28552,1546,1998,9908,5311,3506,4358,1925,25008,6283,5374,4729,1157,5121,4621,1485,11259,10122,2453,6798,5536,1188
310M400US34740,"Muskegon, MI Metro Area",14893,2494,5317,6474,608,117584,3208,7563,40566,30235,13587,15388,7037,106813,22425,22226,20078,3615,20670,18885,4518,47045,43604,8792,27643,24246,5500
310M400US34780,"Muskogee, OK Micro Area",6281,1095,2616,2329,241,45886,1507,5347,16633,9454,3998,6219,2728,39032,8947,8899,7695,1433,8424,7164,1602,17366,15030,3572,11197,9143,2340
310M400US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",31992,4350,11252,13989,2401,335225,9265,24298,105745,77254,34678,54552,29433,301662,83985,50319,44291,12142,48931,43122,11832,127556,115403,30242,108419,98846,29769
310M400US34860,"Nacogdoches, TX Micro Area",12741,674,2659,8683,725,37475,2544,3730,10944,8511,2569,5784,3393,31201,9177,7719,6654,1949,6618,5330,1478,14146,11530,3458,8992,7687,2292
310M400US34900,"Napa, CA Metro Area",12416,1278,3988,6183,967,98220,9562,5108,17644,22545,9084,22549,11728,83550,34277,17269,15337,5899,17769,13594,5866,37822,32051,12773,25360,22568,9739
310M400US34940,"Naples-Immokalee-Marco Island, FL Metro Area",24844,4376,9609,8647,2212,274710,19964,17380,69842,47821,20383,59091,40229,237366,99320,35059,28107,9309,35867,28509,10012,91505,78536,30834,112279,102214,49165
310M400US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",174743,19721,57215,73369,24438,1252170,49167,82368,338993,254961,90837,283002,152842,1120635,435844,281729,261572,118653,255032,232307,100815,478563,428285,154487,236846,198471,61889
310M400US35020,"Natchez, MS-LA Micro Area",4286,899,1659,1533,195,35858,2774,5139,13316,6651,2264,3507,2207,27945,5714,6516,4720,867,6589,5204,1156,13878,11487,2071,8875,6534,1620
310M400US35060,"Natchitoches, LA Micro Area",6534,784,3089,2434,227,23136,884,2239,8097,4376,3411,2550,1579,20013,4129,4416,3784,708,3871,3376,640,8745,7801,1497,6104,5052,1284
310M400US35100,"New Bern, NC Metro Area",14266,1174,5702,6732,658,84671,3574,6912,22702,22750,8503,12920,7310,74185,20230,16271,14552,3523,13744,11932,3592,30477,26989,7123,24179,20712,5992
310M400US35140,"Newberry, SC Micro Area",3636,642,1219,1485,290,25993,1720,3212,9360,4440,2826,2946,1489,21061,4435,4308,3605,761,4356,3610,520,10207,8309,1969,7122,5537,1185
310M400US35220,"New Castle, IN Micro Area",4039,737,1775,1331,196,34427,929,2653,15107,7236,2776,3903,1823,30845,5726,5887,5322,850,6106,5622,1298,13556,12353,2163,8878,7548,1415
310M400US35260,"New Castle, PA Micro Area",7341,964,2724,3097,556,62572,1705,4427,27175,10229,5657,8951,4428,56440,13379,9213,8373,2630,9555,8935,2852,25396,23533,4840,18408,15599,3057
310M400US35300,"New Haven-Milford, CT Metro Area",86562,9277,27621,36054,13610,595852,23462,35743,183897,100755,44029,111839,96127,536647,207966,113690,105304,48312,101320,92961,40376,238431,218304,79461,142411,120078,39817
310M400US35380,"New Orleans-Metairie, LA Metro Area",106045,16955,34272,43726,11092,874498,39877,77065,248891,197696,50691,164950,95328,757556,260278,190875,170759,66486,160025,140689,53057,337272,292640,92619,186326,153468,48116
310M400US35420,"New Philadelphia-Dover, OH Micro Area",7133,1356,3330,2098,349,64095,3630,5431,29307,10967,4635,6445,3680,55034,10125,10770,9149,1985,10744,9462,2298,25123,22028,3823,17458,14395,2019
310M400US35440,"Newport, OR Micro Area",2848,415,1247,1069,117,36834,817,2651,10126,11020,3334,5246,3640,33366,8886,4730,4152,893,4626,3956,1001,14526,13218,3125,12952,12040,3867
310M400US35460,"Newport, TN Micro Area",2583,353,1538,630,62,25408,2123,3317,11539,4306,1385,1725,1013,19968,2738,3699,3375,392,4095,3507,461,10453,8235,1060,7161,4851,825
310M400US35500,"Newton, IA Micro Area",2636,329,1200,965,142,25949,516,1107,11010,5699,2983,3480,1154,24326,4634,4391,4223,710,4361,4134,1004,10279,9923,1764,6918,6046,1156
310M400US35580,"New Ulm, MN Micro Area",2383,182,580,1279,342,17285,474,811,6502,4001,1978,2642,877,16000,3519,2767,2670,778,2596,2499,625,6771,6451,1445,5151,4380,671
310M400US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",1781525,213154,461748,787142,319481,13861832,963631,935681,3460979,2093995,944692,3172068,2290786,11962520,5462854,2920205,2655408,1413047,2615182,2305238,1173976,5319669,4631794,1981412,3006776,2370080,894419
310M400US35660,"Niles-Benton Harbor, MI Metro Area",12967,2336,4212,5461,958,107593,3256,7934,31103,24613,10888,17894,11905,96403,29799,17925,16038,5116,17613,15722,5874,42936,39083,11366,29119,25560,7443
310M400US35700,"Nogales, AZ Micro Area",4484,1225,1123,1836,300,29228,3404,3723,7957,6308,1698,3993,2145,22101,6138,4924,4159,625,5204,4252,1143,11209,8546,2396,7891,5144,1974
310M400US35740,"Norfolk, NE Micro Area",4333,390,1246,2330,367,31863,1535,1265,10021,6803,5334,4980,1925,29063,6905,5883,5412,1478,5549,5070,1371,12730,11871,2722,7701,6710,1334
310M400US35820,"North Platte, NE Micro Area",2697,448,1146,1004,99,25170,668,1054,7516,6877,3492,3639,1924,23448,5563,4211,4052,1069,4531,4341,997,9685,9102,2082,6743,5953,1415
310M400US35840,"North Port-Sarasota-Bradenton, FL Metro Area",49665,8678,18357,18840,3790,605872,19664,33789,179993,124118,53045,117365,77898,552419,195263,73502,65949,18530,74400,65176,23501,213202,195892,64800,244768,225402,88432
310M400US35860,"North Vernon, IN Micro Area",2421,274,1067,816,264,18797,764,1973,8628,3854,1496,1486,596,16060,2082,3127,2741,338,3328,2918,443,7997,6984,915,4345,3417,386
310M400US35900,"North Wilkesboro, NC Micro Area",5138,842,1301,2729,266,49067,3926,6596,15436,10515,4968,5234,2392,38545,7626,7159,6031,1133,8026,6682,1381,19875,15678,3070,14007,10154,2042
310M400US35940,"Norwalk, OH Micro Area",4818,1058,2198,1334,228,39362,1595,3033,18335,7511,3534,3507,1847,34734,5354,6902,6107,1176,6913,6206,1081,16011,14497,2108,9536,7924,989
310M400US35980,"Norwich-New London, CT Metro Area",27451,2214,9866,11954,3417,188221,5015,10235,56020,37852,16354,34426,28319,172971,62745,34643,31982,11519,30057,28302,10721,77201,71672,25612,46320,41015,14893
310M400US36020,"Oak Harbor, WA Micro Area",7164,801,2904,3101,358,59402,888,1905,13304,17105,6624,12086,7490,56609,19576,11069,10688,2648,8151,7848,2263,21044,19886,6780,19138,18187,7885
310M400US36100,"Ocala, FL Metro Area",24052,4962,10447,7415,1228,259032,9130,23657,97059,56961,22093,33493,16639,226245,50132,37013,31982,5608,34074,29774,6501,89062,78591,16193,98883,85898,21830
310M400US36140,"Ocean City, NJ Metro Area",7216,905,2624,2847,840,69876,2155,4001,22758,13595,5387,14407,7573,63720,21980,9633,9023,3138,8734,7900,2711,27937,25913,9261,23572,20884,6870
310M400US36220,"Odessa, TX Metro Area",17020,3493,6317,6274,936,93728,8501,13941,28230,22505,5947,10624,3980,71286,14604,26131,21437,4082,19808,15899,3481,32818,23929,4975,14971,10021,2066
310M400US36260,"Ogden-Clearfield, UT Metro Area",61056,8340,21328,28037,3351,387586,8138,17774,96936,105791,38762,82483,37702,361674,120185,94096,87940,27851,90797,85164,31611,134285,125843,41112,68408,62727,19611
310M400US36300,"Ogdensburg-Massena, NY Micro Area",15284,1271,3707,9495,811,71856,2631,5469,26522,12255,8004,8292,8683,63756,16975,12857,11318,3547,11838,10870,3558,29277,26544,6452,17884,15024,3418
310M400US36340,"Oil City, PA Micro Area",3751,673,1785,1072,221,38202,1279,2634,18496,5924,3127,4506,2236,34289,6742,5390,5062,1180,5648,5296,1278,16137,14726,2715,11027,9205,1569
310M400US36380,"Okeechobee, FL Micro Area",3429,926,1333,1043,127,28284,3152,3911,10874,5255,1875,2375,842,21221,3217,5014,3503,418,5086,3890,690,10391,7875,1160,7793,5953,949
310M400US36420,"Oklahoma City, OK Metro Area",138557,18431,41846,65769,12511,890744,37000,61839,242628,214499,66508,173512,94758,791905,268270,205742,185467,66670,176331,156186,56566,327665,291861,95452,181006,158391,49582
310M400US36460,"Olean, NY Micro Area",7216,1071,2824,2978,343,53030,2103,4007,20869,9189,6726,5627,4509,46920,10136,8412,7429,1646,8380,7701,2007,22132,19981,4012,14106,11809,2471
310M400US36500,"Olympia-Tumwater, WA Metro Area",22967,3445,7402,10401,1719,191915,3746,7732,40832,50423,20579,42893,25710,180437,68603,39475,36962,12528,36247,34000,14491,71579,68112,25413,44614,41363,16171
310M400US36540,"Omaha-Council Bluffs, NE-IA Metro Area",81468,9035,25516,36726,10191,603422,21840,30184,142790,138302,53981,142485,73840,551398,216325,135055,124580,56530,120389,108891,50533,227996,209754,76194,119982,108173,33068
310M400US36580,"Oneonta, NY Micro Area",10459,1056,3002,5695,706,39907,952,2545,12780,6766,4539,6456,5869,36410,12325,5817,5393,1885,5600,5141,1753,16469,15177,4888,12021,10699,3799
310M400US36620,"Ontario, OR-ID Micro Area",4776,1149,1808,1732,87,34741,2473,3546,11036,9750,3071,3378,1487,28722,4865,6510,5344,627,6356,5079,1316,12977,10766,1712,8898,7533,1210
310M400US36660,"Opelousas, LA Micro Area",7135,2052,3151,1687,245,53648,5259,7585,21964,8201,3047,5158,2434,40804,7592,10454,7828,1744,9252,7706,1540,21098,16693,2420,12844,8577,1888
310M400US36700,"Orangeburg, SC Micro Area",9614,1397,3038,4783,396,59168,2619,5922,19088,11936,8037,6893,4673,50627,11566,10459,9558,1946,8983,7966,2112,23477,20812,4715,16249,12291,2793
310M400US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",238138,30512,65309,119761,22556,1668607,65359,110021,437666,340769,193335,346613,174844,1493227,521457,371011,341849,126715,333300,302386,115240,615230,557572,190300,349066,291420,89202
310M400US36780,"Oshkosh-Neenah, WI Metro Area",20521,1474,5727,11498,1822,114256,2323,5920,38404,24127,12272,22385,8825,106013,31210,22459,21239,7028,20167,18786,6552,45456,42393,11811,26174,23595,5819
310M400US36820,"Oskaloosa, IA Micro Area",1956,194,471,1139,152,14928,496,821,5799,3086,1392,2317,1017,13611,3334,2577,2456,733,2586,2483,748,5820,5280,1233,3945,3392,620
310M400US36830,"Othello, WA Micro Area",1935,784,662,432,57,10676,2643,1135,2888,1773,780,992,465,6898,1457,2467,1587,302,2171,1302,238,3935,2561,517,2103,1448,400
310M400US36840,"Ottawa, KS Micro Area",2333,342,946,926,119,17003,385,876,6615,4183,1629,2239,1076,15742,3315,2922,2765,606,2909,2704,626,7072,6589,1252,4100,3684,831
310M400US36860,"Ottawa-Peru, IL Micro Area",11886,1847,4341,4912,786,105210,3020,8047,38263,25893,10841,12743,6403,94143,19146,17582,15784,3526,17156,15413,3599,42217,38692,7569,28255,24254,4452
310M400US36900,"Ottumwa, IA Micro Area",3998,950,894,1824,330,29659,1982,1859,10479,6466,3406,3585,1882,25818,5467,5436,4897,1107,5057,4365,1128,11561,10041,1981,7605,6515,1251
310M400US36940,"Owatonna, MN Micro Area",2985,604,1064,1061,256,24419,729,1320,8378,5245,2653,4203,1891,22370,6094,4409,3880,1049,4087,3855,1444,9874,9344,2459,6049,5291,1142
310M400US36980,"Owensboro, KY Metro Area",9578,1349,3347,4054,828,79478,2718,5714,28464,17823,7950,10258,6551,71046,16809,14661,13853,4010,14271,12816,3327,30998,28050,5965,19548,16327,3507
310M400US37020,"Owosso, MI Micro Area",5836,649,2247,2620,320,47813,712,2901,17352,13155,5478,5426,2789,44200,8215,7708,7200,1636,7986,7498,1473,20228,19157,3455,11891,10345,1651
310M400US37060,"Oxford, MS Micro Area",12875,396,1357,9898,1224,30874,836,2417,5818,5899,2342,7389,6173,27621,13562,7691,7112,3585,6264,5681,3117,10694,9552,4564,6225,5276,2296
310M400US37080,"Oxford, NC Micro Area",5224,1350,1725,1822,327,41378,3030,3492,12936,8781,3896,6298,2945,34856,9243,6516,5594,1309,7575,6793,2125,17768,15273,4088,9519,7196,1721
310M400US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",81828,10015,23151,41744,6918,566685,54147,34038,107135,130945,52862,117739,69819,478500,187558,112151,97228,33082,105619,87009,34756,225480,189612,78373,123435,104651,41347
310M400US37120,"Ozark, AL Micro Area",4367,670,1530,1845,322,33382,1517,3215,10924,8720,3316,3739,1951,28650,5690,7126,6319,1435,5816,5130,847,12501,10825,2284,7939,6376,1124
310M400US37140,"Paducah, KY-IL Micro Area",7109,1368,2578,2654,509,68531,2661,5380,22427,16297,7598,9067,5101,60490,14168,11054,10237,2707,11639,10723,3150,26899,24392,5527,18939,15138,2784
310M400US37220,"Pahrump, NV Micro Area",2428,648,1256,493,31,33820,1222,3594,12475,9354,3285,2848,1042,29004,3890,3927,3144,257,4333,3680,352,12916,11269,1582,12644,10911,1699
310M400US37260,"Palatka, FL Micro Area",5300,1213,2597,1331,159,51840,3218,6669,21110,10344,4082,4083,2334,41953,6417,8120,6760,841,7306,5914,692,20144,16225,2345,16270,13054,2539
310M400US37300,"Palestine, TX Micro Area",4639,1116,2216,1202,105,42009,2707,5644,15224,10696,2807,3189,1742,33658,4931,8821,7105,578,9905,7524,987,15084,12323,1849,8199,6706,1517
310M400US37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",43221,6645,13566,19326,3684,426776,9988,24246,122135,94965,50354,77525,47563,392542,125088,63768,59520,18403,59144,54597,19253,170781,159664,51698,133083,118761,35734
310M400US37420,"Pampa, TX Micro Area",1756,360,686,645,65,15109,1134,1873,4883,3949,1254,1541,475,12102,2016,3119,2538,352,3021,2426,449,5401,4220,678,3568,2918,537
310M400US37460,"Panama City, FL Metro Area",16517,3198,5985,6280,1054,139981,4182,10027,44695,35625,14128,20273,11051,125772,31324,28457,25517,5366,24129,21869,6189,54040,49187,11964,33355,29199,7805
310M400US37500,"Paragould, AR Micro Area",3927,515,1596,1497,319,29705,1103,2664,13130,6512,1562,3328,1406,25938,4734,5688,5258,1147,5842,5435,1190,11229,10037,1592,6946,5208,805
310M400US37540,"Paris, TN Micro Area",2196,329,1228,563,76,23346,1154,2118,11010,4034,1044,2347,1639,20074,3986,3302,3071,537,3708,3349,934,9129,8080,1401,7207,5574,1114
310M400US37580,"Paris, TX Micro Area",4065,815,1409,1657,184,33676,1682,3519,11329,8550,2680,4199,1717,28475,5916,5932,4961,804,5656,4701,1052,12861,11210,2268,9227,7603,1792
310M400US37620,"Parkersburg-Vienna, WV Metro Area",7009,1039,2658,2944,368,65054,2087,4871,23019,14903,6469,8337,5368,58096,13705,10340,9484,2582,10893,10147,2903,25966,23635,5540,17855,14830,2680
310M400US37660,"Parsons, KS Micro Area",1642,378,545,600,119,13852,592,1071,4517,3658,1552,1616,846,12189,2462,2334,2047,475,2182,1987,421,5645,4896,945,3691,3259,621
310M400US37740,"Payson, AZ Micro Area",3596,881,1395,1150,170,38955,1575,4143,11144,11761,3106,4590,2636,33237,7226,5188,4266,492,4512,3917,835,14472,12355,2628,14783,12699,3271
310M400US37780,"Pecos, TX Micro Area",1682,340,761,562,19,10073,1854,1786,2779,2073,495,787,299,6433,1086,2271,1616,160,2455,1752,413,3523,2274,373,1824,791,140
310M400US37800,"Pella, IA Micro Area",3663,219,1050,2169,225,21612,635,796,7665,4375,2439,3870,1832,20181,5702,3459,3412,1165,3784,3669,1471,8633,8172,2028,5736,4928,1038
310M400US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",51729,7048,16907,23473,4301,327072,7542,21566,89164,75868,44482,58190,30260,297964,88450,67745,62263,18611,56046,51040,16300,126616,116375,34595,76665,68286,18944
310M400US37900,"Peoria, IL Metro Area",31249,3886,9260,15042,3061,255465,6044,15115,76557,59002,26241,47452,25054,234306,72506,47841,44096,16131,46018,43693,16897,97882,90592,25983,63724,55925,13495
310M400US37940,"Peru, IN Micro Area",3208,734,1396,901,177,24972,936,2682,10615,5570,1996,2007,1166,21354,3173,4745,3879,646,4627,3987,570,9519,8462,1128,6081,5026,829
310M400US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",561844,65503,178745,234404,83192,4172132,142467,260465,1226775,704826,292053,915001,630545,3769200,1545546,855750,793516,374970,744060,684627,321659,1646655,1504426,585194,925667,786631,263723
310M400US38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",433544,69780,142005,183590,38169,3099741,180978,215496,720356,764143,264904,606261,347603,2703267,953864,671505,590435,201648,612469,519937,197409,1119583,978435,346979,696184,614460,207828
310M400US38100,"Picayune, MS Micro Area",5154,741,1575,2725,113,37540,1895,4115,11239,9748,4390,4119,2034,31530,6153,6165,5154,964,6513,5387,953,14887,12774,2600,9975,8215,1636
310M400US38180,"Pierre, SD Micro Area",1500,229,508,615,148,15149,429,679,4382,2970,1491,3607,1591,14041,5198,2952,2591,1104,2575,2461,1083,5944,5703,1978,3678,3286,1033
310M400US38220,"Pine Bluff, AR Metro Area",9046,1355,3545,3729,417,63291,2737,6442,26086,13905,3866,6604,3651,54112,10255,12342,10598,1577,11148,9811,1612,24681,21597,4397,15120,12106,2669
310M400US38240,"Pinehurst-Southern Pines, NC Micro Area",6131,918,1967,2711,535,69136,2247,4386,15230,14638,7133,15260,10242,62503,25502,10691,10018,3776,11031,9993,4106,24716,22424,8864,22698,20068,8756
310M400US38260,"Pittsburg, KS Micro Area",7239,357,1396,4619,867,23359,723,1399,6598,5699,2060,4289,2591,21237,6880,4705,4360,1705,4204,3876,1243,8602,7864,2620,5848,5137,1312
310M400US38300,"Pittsburgh, PA Metro Area",200147,19682,62658,84007,33800,1692424,30509,77830,561144,275130,170607,352111,225093,1584085,577204,308220,294961,145616,267202,256008,117966,669882,636123,212065,447120,396993,101557
310M400US38340,"Pittsfield, MA Metro Area",12249,1467,3534,6156,1092,92946,2494,5777,27750,16848,9043,17408,13626,84675,31034,13336,12145,4399,13178,11998,4707,38368,35442,11933,28064,25090,9995
310M400US38380,"Plainview, TX Micro Area",3862,789,1526,1366,181,20893,2552,2424,7081,4354,1028,2412,1042,15917,3454,4698,3981,805,3986,3316,744,7717,5719,1225,4492,2901,680
310M400US38420,"Platteville, WI Micro Area",9336,886,2176,5894,380,31805,1119,1329,11589,6304,4154,4631,2679,29357,7310,5523,5107,1513,5153,4824,1537,12538,11949,2530,8591,7477,1730
310M400US38460,"Plattsburgh, NY Micro Area",11305,1231,3264,5703,1107,54954,2319,4339,20505,9506,5697,6377,6211,48296,12588,10146,8840,2144,9380,8556,2298,22575,20115,5201,12853,10785,2945
310M400US38500,"Plymouth, IN Micro Area",4083,1114,1539,1145,285,30762,1742,2936,12010,5215,2566,3828,2465,26084,6293,4935,4073,1097,5482,4661,1343,12409,10900,2221,7936,6450,1632
310M400US38540,"Pocatello, ID Metro Area",9029,738,2690,4979,622,53417,1171,3180,14134,15233,5150,9873,4676,49066,14549,12914,12077,3415,10525,9744,3407,18593,17107,4597,11385,10138,3130
310M400US38580,"Point Pleasant, WV-OH Micro Area",4419,584,1826,1743,266,40189,2114,4478,17484,6766,3762,3668,1917,33597,5585,6591,5762,1003,6671,5940,1365,16108,13869,2091,10819,8026,1126
310M400US38620,"Ponca City, OK Micro Area",3962,900,1475,1532,55,29683,976,3005,9697,7149,3195,4041,1620,25702,5661,5289,4662,814,5059,4345,832,10952,9473,2362,8383,7222,1653
310M400US38660,"Ponce, PR Metro Area",30857,2750,9588,15770,2749,210563,33411,19018,66680,20297,19321,39077,12759,158134,51836,37972,33451,12234,36501,31531,11179,78053,61433,20244,58037,31719,8179
310M400US38700,"Pontiac, IL Micro Area",2963,698,1192,863,210,25520,784,1938,11005,5722,2057,2545,1469,22798,4014,4411,3890,787,4118,3729,602,10329,9404,1588,6662,5775,1037
310M400US38740,"Poplar Bluff, MO Micro Area",3443,442,1400,1362,239,29206,1589,3483,10505,6876,2713,2480,1560,24134,4040,5249,4586,734,4881,4296,824,11320,9357,1607,7756,5895,875
310M400US38780,"Portales, NM Micro Area",3492,311,649,2293,239,10897,922,1163,3236,2250,591,1584,1151,8812,2735,2522,2093,517,1881,1543,380,3920,3160,1161,2574,2016,677
310M400US38820,"Port Angeles, WA Micro Area",4946,750,1830,2141,225,56573,1093,3019,14831,16924,5960,8761,5985,52461,14746,7827,7087,1332,7338,6561,1525,20517,19219,5324,20891,19594,6565
310M400US38840,"Port Clinton, OH Micro Area",2635,426,877,1044,288,30302,702,1716,10747,7033,3307,4306,2491,27884,6797,3719,3528,1062,4346,4136,1038,12639,11850,2634,9598,8370,2063
310M400US38860,"Portland-South Portland, ME Metro Area",43612,4104,12866,20333,6309,384186,7877,14443,99974,71586,36591,97247,56468,361866,153715,66291,63702,29068,62822,60197,28476,158126,150403,60972,96947,87564,35199
310M400US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",197297,26164,61005,87609,22519,1688188,56185,83028,337807,405012,149711,411401,245044,1548975,656445,368632,342297,153341,353268,321245,154607,627442,576546,232409,338846,308887,116088
310M400US38920,"Port Lavaca, TX Micro Area",1886,502,985,351,48,14475,1287,1501,4819,3547,1152,1463,706,11687,2169,2795,2291,392,2530,2135,379,5481,4434,770,3669,2827,628
310M400US38940,"Port St. Lucie, FL Metro Area",33020,6051,11279,12936,2754,341866,17410,24664,104813,74752,35316,54302,30609,299792,84911,48411,41949,9653,49008,42920,11057,125927,110464,31188,118520,104459,33013
310M400US39020,"Portsmouth, OH Micro Area",6852,1216,2697,2685,254,52819,2237,5789,22172,10590,4122,4447,3462,44793,7909,9830,8350,1763,9369,8371,1601,20388,17785,3023,13232,10287,1522
310M400US39060,"Pottsville, PA Micro Area",10273,1978,4255,3176,864,104909,3177,8791,48896,16474,10562,11271,5738,92941,17009,16998,15507,3909,17630,16068,3469,42018,37899,6453,28263,23467,3178
310M400US39140,"Prescott, AZ Metro Area",15061,1897,5004,7536,624,171813,4544,12079,44214,50935,16771,25694,17576,155190,43270,20567,18179,3880,19769,17332,4151,64627,57907,15141,66850,61772,20098
310M400US39220,"Price, UT Micro Area",1938,113,709,1077,39,12987,299,890,3532,4117,2025,1463,661,11798,2124,2398,2257,550,2478,2360,388,4820,4352,737,3291,2829,449
310M400US39260,"Prineville, OR Micro Area",1257,351,554,352,0,16642,560,1510,5498,4669,1643,1907,855,14572,2762,2371,2034,193,2465,2143,340,6316,5584,1200,5490,4811,1029
310M400US39300,"Providence-Warwick, RI-MA Metro Area",166632,18176,51388,76822,20246,1123418,69103,77782,323825,203138,96526,214898,138146,976533,353044,213673,196416,76354,192112,174146,68567,452273,398457,141010,265360,207514,67113
310M400US39340,"Provo-Orem, UT Metro Area",100155,7948,25528,59452,7227,295568,5938,11413,49489,79654,31942,80537,36595,278217,117132,85458,81005,33206,75062,70480,32359,90097,84592,34668,44951,42140,16899
310M400US39380,"Pueblo, CO Metro Area",15089,2803,5215,6175,896,111894,3813,8001,32066,30444,13002,16032,8536,100080,24568,21067,18776,4024,19269,17447,4165,42324,38887,9970,29234,24970,6409
310M400US39420,"Pullman, WA Micro Area",17436,346,2979,12499,1612,23841,241,892,3832,4729,2336,6083,5728,22708,11811,6807,6629,4052,4140,3903,2376,8050,7644,3616,4844,4532,1767
310M400US39460,"Punta Gorda, FL Metro Area",9569,1976,3754,3301,538,145220,4122,9974,49114,35304,13044,20983,12679,131124,33662,13070,11656,2211,13282,11822,2517,49822,45591,10312,69046,62055,18622
